Entry	Entry Name	Protein names	Gene Names	Length	Pfam	InterPro	Domain [FT]
O53362	O53362_MYCTU	Conserved protein	Rv3311	420			
O53363	O53363_MYCTU	AB hydrolase-1 domain-containing protein	Rv3312c	308	PF00561;	IPR000073;IPR029058;	DOMAIN 45..289; /note="AB hydrolase-1"; /evidence="ECO:0000259|Pfam:PF00561"
O53369	O53369_MYCTU	Probable succinate dehydrogenase (Hydrophobic membrane anchor subunit) SdhD (Succinic dehydrogenase) (Fumarate reductase) (Fumarate dehydrogenase) (Fumaric hydrogenase)	sdhD Rv3317	144	PF01127;	IPR034804;IPR000701;	
O53377	O53377_MYCTU	Probable transposase fusion protein	Rv3327	570	PF01548;PF02371;	IPR029032;IPR002525;IPR047650;IPR003346;	DOMAIN 4..155; /note="Transposase IS110-like N-terminal"; /evidence="ECO:0000259|Pfam:PF01548"; DOMAIN 222..307; /note="Transposase IS116/IS110/IS902 C-terminal"; /evidence="ECO:0000259|Pfam:PF02371"
O53383	O53383_MYCTU	Hypothetical proline rich protein	Rv3333c	281	PF05305;	IPR007969;	DOMAIN 36..118; /note="DUF732"; /evidence="ECO:0000259|Pfam:PF05305"
O53384	O53384_MYCTU	Probable transcriptional regulatory protein (Probably MerR-family)	Rv3334	146	PF13411;	IPR009061;IPR000551;IPR047057;	DOMAIN 1..69; /note="HTH merR-type"; /evidence="ECO:0000259|PROSITE:PS50937"
O53385	O53385_MYCTU	Probable conserved integral membrane protein	Rv3335c	289	PF03631;	IPR005274;IPR017039;	
O53387	O53387_MYCTU	Uncharacterized protein	Rv3337	128		IPR029058;	
O53398	O53398_MYCTU	Probable oxidoreductase	Rv1050	301	PF00106;	IPR036291;IPR002347;	
O53399	O53399_MYCTU	Helix-turn-helix domain-containing protein	Rv1051c	251	PF08843;PF12728;	IPR014942;IPR009061;IPR041657;IPR036388;	DOMAIN 195..245; /note="Helix-turn-helix"; /evidence="ECO:0000259|Pfam:PF12728"
O53400	O53400_MYCTU	Uncharacterized protein	Rv1052	129			
O53401	O53401_MYCTU	Uncharacterized protein	Rv1053c	91			
O53402	O53402_MYCTU	Probable integrase	Rv1054	104		IPR011010;IPR014417;	
O53403	O53403_MYCTU	Possible integrase	Rv1055	44			
O53404	O53404_MYCTU	Conserved protein	Rv1056	254	PF04248;	IPR007361;IPR038694;	DOMAIN 24..97; /note="DUF427"; /evidence="ECO:0000259|Pfam:PF04248"; DOMAIN 142..235; /note="DUF427"; /evidence="ECO:0000259|Pfam:PF04248"
O53407	O53407_MYCTU	Conserved protein	Rv1059	354	PF19328;PF01113;	IPR045760;IPR000846;IPR036291;	DOMAIN 11..75; /note="Dihydrodipicolinate reductase N-terminal"; /evidence="ECO:0000259|Pfam:PF01113"; DOMAIN 140..345; /note="2,4-diaminopentanoate dehydrogenase C-terminal"; /evidence="ECO:0000259|Pfam:PF19328"
O53408	O53408_MYCTU	SRPBCC family protein	Rv1060	157	PF10604;	IPR019587;IPR023393;	
O53409	O53409_MYCTU	Conserved protein	Rv1061	287	PF13230;	IPR026869;IPR017932;IPR029055;	DOMAIN 2..253; /note="Glutamine amidotransferase type-2"; /evidence="ECO:0000259|PROSITE:PS51278"
O53410	O53410_MYCTU	PNPLA domain-containing protein	Rv1062	285	PF01734;	IPR016035;IPR050301;IPR002641;	DOMAIN 7..206; /note="PNPLA"; /evidence="ECO:0000259|PROSITE:PS51635"
O53413	O53413_MYCTU	Cysteine dioxygenase	Rv1065	188	PF05995;	IPR010300;IPR014710;IPR011051;	
O53414	O53414_MYCTU	Rhodanese domain-containing protein	Rv1066	131	PF00581;	IPR001763;IPR036873;	DOMAIN 27..124; /note="Rhodanese"; /evidence="ECO:0000259|PROSITE:PS50206"
O53417	O53417_MYCTU	Conserved protein	Rv1069c	587	PF10081;PF15420;	IPR027787;IPR012037;IPR027788;	DOMAIN 63..270; /note="Alpha/beta-hydrolase N-terminal"; /evidence="ECO:0000259|Pfam:PF15420"; DOMAIN 287..574; /note="Alpha/beta-hydrolase catalytic"; /evidence="ECO:0000259|Pfam:PF10081"
O53420	O53420_MYCTU	Probable conserved transmembrane protein	Rv1072	278	PF12811;	IPR010539;	
O53421	O53421_MYCTU	Cullin, a subunit of E3 ubiquitin ligase	Rv1073	283			
O53429	O53429_MYCTU	Probable conserved membrane protein	Rv1081c	144	PF14155;	IPR025443;	
O53431	O53431_MYCTU	Transmembrane protein	Rv1083	88			
O53432	O53432_MYCTU	Conserved protein	Rv1084	673	PF03190;	IPR008928;IPR012341;IPR024705;IPR004879;IPR036249;	DOMAIN 9..164; /note="Spermatogenesis-associated protein 20-like TRX"; /evidence="ECO:0000259|Pfam:PF03190"
O53445	O53445_MYCTU	Probable membrane glycine and proline rich protein	Rv1097c	293			
O53448	O53448_MYCTU	Conserved protein	Rv1100	233	PF14030;	IPR025339;	
O53452	O53452_MYCTU	Possible para-nitrobenzyl esterase	Rv1104	229	PF00135;	IPR029058;IPR002018;	DOMAIN 8..196; /note="Carboxylesterase type B"; /evidence="ECO:0000259|Pfam:PF00135"
O53453	O53453_MYCTU	Possible para-nitrobenzyl esterase	Rv1105	171	PF00135;	IPR029058;IPR002018;IPR051093;	DOMAIN 29..154; /note="Carboxylesterase type B"; /evidence="ECO:0000259|Pfam:PF00135"
O53462	O53462_MYCTU	Uncharacterized protein	Rv2016	191			
O53463	O53463_MYCTU	Transcriptional regulatory protein	Rv2017	346	PF01381;PF06114;	IPR001387;IPR010359;IPR010982;IPR052345;	DOMAIN 8..61; /note="HTH cro/C1-type"; /evidence="ECO:0000259|PROSITE:PS50943"
O53464	VPB45_MYCTU	Putative antitoxin VapB45	vapB45 Rv2018 RVBD_2018 P425_02089	239	PF04255;PF21321;	IPR007367;IPR009057;IPR017277;IPR048708;IPR036388;	
O53465	VPC45_MYCTU	Putative ribonuclease VapC45 (RNase VapC45) (EC 3.1.-.-) (Toxin VapC45)	vapC45 Rv2019 RVBD_2019 P425_02090	138	PF18478;	IPR041375;	
O53466	O53466_MYCTU	Type ISP restriction-modification enzyme LLaBIII C-terminal specificity domain-containing protein	Rv2020c	99	PF18135;	IPR041635;	DOMAIN 38..78; /note="Type ISP restriction-modification enzyme LLaBIII C-terminal specificity"; /evidence="ECO:0000259|Pfam:PF18135"
O53468	HIGB2_MYCTU	Putative toxin HigB2	higB2 Rv2022c RVBD_2022c P425_02093	201	PF05973;	IPR009241;	
O53469	O53469_MYCTU	Uncharacterized protein	Rv2023c	119			
O53470	O53470_MYCTU	Helicase ATP-binding domain-containing protein	Rv2024c	515	PF13156;PF04851;	IPR006935;IPR014001;IPR050742;IPR039442;IPR027417;IPR011335;IPR011856;	DOMAIN 181..380; /note="Helicase ATP-binding"; /evidence="ECO:0000259|PROSITE:PS51192"
O53477	O53477_MYCTU	DUF3097 domain-containing protein	Rv2033c	280	PF11296;PF22845;	IPR021447;IPR053883;	DOMAIN 22..80; /note="DUF3097"; /evidence="ECO:0000259|Pfam:PF22845"; DOMAIN 109..275; /note="DUF3097"; /evidence="ECO:0000259|Pfam:PF11296"
O53479	O53479_MYCTU	Activator of Hsp90 ATPase homologue 1/2-like C-terminal domain-containing protein	Rv2035	162	PF08327;	IPR013538;IPR023393;	DOMAIN 16..151; /note="Activator of Hsp90 ATPase homologue 1/2-like C-terminal"; /evidence="ECO:0000259|Pfam:PF08327"
O53480	O53480_MYCTU	Mycothiol-dependent maleylpyruvate isomerase metal-binding domain-containing protein	Rv2036	213	PF11716;	IPR034660;IPR017517;IPR024344;	DOMAIN 17..59; /note="Mycothiol-dependent maleylpyruvate isomerase metal-binding"; /evidence="ECO:0000259|Pfam:PF11716"
O53483	O53483_MYCTU	Probable sugar-transport integral membrane protein ABC transporter	Rv2039c	280	PF00528;	IPR000515;IPR035906;	DOMAIN 75..265; /note="ABC transmembrane type-1"; /evidence="ECO:0000259|PROSITE:PS50928"
O53484	O53484_MYCTU	Probable sugar-transport integral membrane protein ABC transporter	Rv2040c	300	PF00528;	IPR051393;IPR000515;IPR035906;	DOMAIN 70..284; /note="ABC transmembrane type-1"; /evidence="ECO:0000259|PROSITE:PS50928"
O53485	O53485_MYCTU	Probable sugar-binding lipoprotein	Rv2041c	439	PF01547;	IPR050490;IPR006059;IPR006311;	
O53486	O53486_MYCTU	Conserved protein	Rv2042c	265	PF02136;	IPR032710;IPR002075;	DOMAIN 10..128; /note="Nuclear transport factor 2"; /evidence="ECO:0000259|Pfam:PF02136"
O53487	O53487_MYCTU	DUF2784 domain-containing protein	Rv2044c	105	PF10861;	IPR021218;	
O53489	O53489_MYCTU	Probable lipoprotein LppI	lppI Rv2046	218			
O53491	O53491_MYCTU	Uncharacterized protein	Rv2049c	74			
O53494	O53494_MYCTU	Conserved protein	Rv2052c	534	PF07969;	IPR013108;IPR011059;IPR032466;IPR033932;	DOMAIN 49..533; /note="Amidohydrolase 3"; /evidence="ECO:0000259|Pfam:PF07969"
O53495	O53495_MYCTU	Probable transmembrane protein FxsA	fxsA Rv2053c	175	PF04186;	IPR007313;	
O53498	O53498_MYCTU	Cobalamin biosynthesis protein CobN	cobN Rv2062c	1194	PF02514;	IPR011953;IPR003672;	
O53500	Y2102_MYCTU	Uncharacterized protein Rv2102	Rv2102 RVBD_2102 P425_02177	277	PF04434;	IPR007527;	
O53503	O53503_MYCTU	Probable conserved transmembrane protein	Rv2169c	134	PF11239;	IPR021401;	
O53506	O53506_MYCTU	Conserved protein	Rv2172c	301	PF19345;	IPR049477;	
O53511	O53511_MYCTU	Possible transposase	Rv2177c	221	PF02371;	IPR047650;IPR003346;	DOMAIN 57..143; /note="Transposase IS116/IS110/IS902 C-terminal"; /evidence="ECO:0000259|Pfam:PF02371"
O53514	O53514_MYCTU	Probable conserved integral membrane protein	Rv2180c	295			
O53516	O53516_MYCTU	1-acylglycerol-3-phosphate O-acyltransferase	Rv2182c	247	PF01553;	IPR002123;	DOMAIN 35..154; /note="Phospholipid/glycerol acyltransferase"; /evidence="ECO:0000259|SMART:SM00563"
O53517	O53517_MYCTU	Conserved protein	Rv2183c	131			
O53518	Y2184_MYCTU	Protein Rv2184c	Rv2184c	420	PF02374;PF17886;	IPR025723;IPR040612;IPR016300;IPR008978;IPR027417;	
O53519	O53519_MYCTU	Conserved protein TB16.3	TB16.3 Rv2185c	144	PF03364;	IPR005031;IPR023393;	DOMAIN 11..138; /note="Coenzyme Q-binding protein COQ10 START"; /evidence="ECO:0000259|Pfam:PF03364"
O53520	O53520_MYCTU	Polyketide cyclase / dehydrase and lipid transport	Rv2186c	129			
O53523	O53523_MYCTU	DUF4157 domain-containing protein	Rv2189c	257			
O53527	O53527_MYCTU	Secreted protein	Rv2253	167			
O53528	O53528_MYCTU	Probable integral membrane protein	Rv2254c	151			
O53529	O53529_MYCTU	Transposase	Rv2255c	64			
O53530	O53530_MYCTU	DUF3145 domain-containing protein	Rv2256c	177	PF11343;	IPR021491;	
O53531	O53531_MYCTU	Conserved protein	Rv2257c	272	PF00144;	IPR001466;IPR012338;IPR050789;	DOMAIN 13..254; /note="Beta-lactamase-related"; /evidence="ECO:0000259|Pfam:PF00144"
O53534	O53534_MYCTU	Metallo-beta-lactamase domain-containing protein	Rv2260	211	PF00753;	IPR051453;IPR001279;IPR036866;	DOMAIN 23..190; /note="Metallo-beta-lactamase"; /evidence="ECO:0000259|SMART:SM00849"
O53536	O53536_MYCTU	CN hydrolase domain-containing protein	Rv2262c	360	PF20154;	IPR004563;IPR003010;IPR036526;IPR045378;	DOMAIN 221..360; /note="CN hydrolase"; /evidence="ECO:0000259|PROSITE:PS50263"
O53537	O53537_MYCTU	Possible oxidoreductase	Rv2263	317	PF00106;	IPR036291;IPR002347;	
O53538	O53538_MYCTU	Conserved hypothetical proline rich protein	Rv2264c	592	PF00012;	IPR043129;IPR013126;	
O53546	O53546_MYCTU	Conserved integral membrane protein YrbE4A. Possible ABC transporter	yrbE4A supA Rv3501c	254	PF02405;	IPR030802;	
O53562	O53562_MYCTU	Cullin, a subunit of E3 ubiquitin ligase	Rv3517	279			
O53564	O53564_MYCTU	Acetoacetate decarboxylase	Rv3519	236	PF06314;	IPR010451;IPR023375;	
O53565	Y3520_MYCTU	Putative coenzyme F420-dependent oxidoreductase Rv3520c (EC 1.-.-.-)	Rv3520c	347	PF00296;	IPR050564;IPR019951;IPR011251;IPR036661;	
O53566	O53566_MYCTU	ChsH2 C-terminal OB-fold domain-containing protein	Rv3521	303	PF01796;	IPR002878;IPR012340;IPR052513;	DOMAIN 46..111; /note="ChsH2 C-terminal OB-fold"; /evidence="ECO:0000259|Pfam:PF01796"; DOMAIN 207..271; /note="ChsH2 C-terminal OB-fold"; /evidence="ECO:0000259|Pfam:PF01796"
O53567	O53567_MYCTU	Possible lipid transfer protein or keto acyl-CoA thiolase Ltp4	ltp4 Rv3522	354		IPR016039;IPR050215;	
O53572	O53572_MYCTU	Probable conserved membrane protein	Rv3587c	264			
O53577	O53577_MYCTU	Probable acyl-CoA dehydrogenase FadE35	fadE35 Rv3797	593	PF00441;PF02770;PF18158;	IPR052904;IPR006091;IPR036250;IPR009075;IPR009100;IPR034184;IPR041504;	DOMAIN 33..187; /note="Adaptive response protein AidB N-terminal"; /evidence="ECO:0000259|Pfam:PF18158"; DOMAIN 192..290; /note="Acyl-CoA oxidase/dehydrogenase middle"; /evidence="ECO:0000259|Pfam:PF02770"; DOMAIN 309..461; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"
O53594	O53594_MYCTU	Acetyltransferase	Rv3916c	244			
O53598	O53598_MYCTU	Conserved protein similar to jag protein	Rv3920c	187	PF01424;	IPR038008;IPR015946;IPR039247;IPR001374;IPR036867;IPR034079;	DOMAIN 122..187; /note="R3H"; /evidence="ECO:0000259|PROSITE:PS51061"
O53608	O53608_MYCTU	Possible oxidoreductase	Rv0063	479	PF08031;PF01565;	IPR012951;IPR016166;IPR036318;IPR016167;IPR016169;IPR050416;IPR006094;IPR006093;IPR006311;	DOMAIN 69..242; /note="FAD-binding PCMH-type"; /evidence="ECO:0000259|PROSITE:PS51387"
O53612	O53612_MYCTU	Possible transcriptional regulatory protein (Possibly TetR-family)	Rv0067c	189	PF21597;PF00440;	IPR009057;IPR050109;IPR001647;IPR036271;IPR049445;	DOMAIN 13..72; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"
O53613	O53613_MYCTU	Probable oxidoreductase	Rv0068	303	PF00106;	IPR036291;IPR002347;	
O53616	O53616_MYCTU	Possible maturase	Rv0071	235	PF00078;	IPR043502;IPR051083;IPR000477;	DOMAIN 52..235; /note="Reverse transcriptase"; /evidence="ECO:0000259|PROSITE:PS50878"
O53619	O53619_MYCTU	Conserved protein	Rv0074	411	PF01979;	IPR006680;IPR011059;IPR032466;IPR051781;	DOMAIN 65..396; /note="Amidohydrolase-related"; /evidence="ECO:0000259|Pfam:PF01979"
O53621	O53621_MYCTU	Probable membrane protein	Rv0076c	129			
O53622	O53622_MYCTU	Probable oxidoreductase	Rv0077c	276	PF00561;	IPR000073;IPR029058;IPR050266;	DOMAIN 23..260; /note="AB hydrolase-1"; /evidence="ECO:0000259|Pfam:PF00561"
O53623	O53623_MYCTU	Probable transcriptional regulatory protein	Rv0078	201	PF21351;PF00440;	IPR009057;IPR050109;IPR001647;IPR049484;IPR036271;	DOMAIN 13..73; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"
O53630	O53630_MYCTU	Uncharacterized protein	Rv0108c	69			
O53632	O53632_MYCTU	Probable conserved integral membrane protein	Rv0110	249	PF01694;	IPR022764;IPR035952;IPR050925;	DOMAIN 74..205; /note="Peptidase S54 rhomboid"; /evidence="ECO:0000259|Pfam:PF01694"
O53634	O53634_MYCTU	Possible GDP-mannose 4,6-dehydratase Gca (GDP-D-mannose dehydratase)	gca Rv0112	318	PF16363;	IPR016040;IPR036291;IPR020904;	DOMAIN 5..304; /note="NAD(P)-binding"; /evidence="ECO:0000259|Pfam:PF16363"
O53641	O53641_MYCTU	Probable transcriptional regulatory protein (Possibly TetR-family)	Rv0158	214	PF17932;PF00440;	IPR009057;IPR050109;IPR001647;IPR041490;IPR036271;	DOMAIN 10..70; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"
O53646	O53646_MYCTU	Possible two component transcriptional regulatory protein (Probably LuxR-family)	Rv0195	211	PF00196;	IPR016032;IPR000792;	DOMAIN 144..209; /note="HTH luxR-type"; /evidence="ECO:0000259|PROSITE:PS50043"
O53650	O53650_MYCTU	Probable conserved membrane protein	Rv0199	219			
O53651	O53651_MYCTU	Possible conserved transmembrane protein	Rv0200	229			
O53652	O53652_MYCTU	Conserved protein	Rv0201c	167			
O53661	O53661_MYCTU	Possible transcriptional regulatory protein (Probably TetR-family)	Rv0238	204	PF21943;PF00440;	IPR054129;IPR009057;IPR050109;IPR001647;IPR036271;	DOMAIN 11..71; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"
O53667	O53667_MYCTU	Possible oxidoreductase	Rv0245	162	PF01613;	IPR002563;IPR050268;IPR012349;	DOMAIN 16..159; /note="Flavin reductase like"; /evidence="ECO:0000259|SMART:SM00903"
O53668	O53668_MYCTU	Probable conserved integral membrane protein	Rv0246	436		IPR036259;	
O53670	O53670_MYCTU	Probable succinate dehydrogenase [iron-sulfur subunit] (Succinic dehydrogenase)	Rv0248c	646	PF00890;PF02910;	IPR003953;IPR036188;IPR037099;IPR015939;IPR030664;IPR027477;	DOMAIN 10..429; /note="FAD-dependent oxidoreductase 2 FAD-binding"; /evidence="ECO:0000259|Pfam:PF00890"; DOMAIN 488..587; /note="Fumarate reductase/succinate dehydrogenase flavoprotein-like C-terminal"; /evidence="ECO:0000259|Pfam:PF02910"
O53671	O53671_MYCTU	Probable succinate dehydrogenase [membrane anchor subunit] (Succinic dehydrogenase)	Rv0249c	273			
O53672	Y250_MYCTU	Uncharacterized protein Rv0250c	Rv0250c	97			
O53680	O53680_MYCTU	Conserved protein	Rv0274	193	PF00903;	IPR029068;IPR004360;IPR050383;IPR037523;IPR000486;	DOMAIN 15..166; /note="VOC"; /evidence="ECO:0000259|PROSITE:PS51819"
O53682	O53682_MYCTU	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein	Rv0276	306	PF09995;	IPR018713;	DOMAIN 44..274; /note="ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic"; /evidence="ECO:0000259|Pfam:PF09995"
O53697	O53697_MYCTU	Conserved protein	Rv0293c	400	PF00561;	IPR000073;IPR029058;IPR050261;	DOMAIN 170..307; /note="AB hydrolase-1"; /evidence="ECO:0000259|Pfam:PF00561"
O53702	O53702_MYCTU	ParD-like antitoxin of type II toxin-antitoxin system	Rv0367c	129	PF11903;	IPR021831;	
O53703	O53703_MYCTU	VWFA domain-containing protein	Rv0368c	403	PF05762;	IPR011195;IPR008912;IPR002035;IPR036465;	DOMAIN 227..390; /note="VWFA"; /evidence="ECO:0000259|SMART:SM00327"
O53704	O53704_MYCTU	Possible membrane oxidoreductase	Rv0369c	171	PF06240;	IPR010419;IPR023393;	
O53705	O53705_MYCTU	Possible oxidoreductase	Rv0370c	298	PF07728;	IPR003593;IPR011704;IPR050764;IPR027417;	DOMAIN 34..203; /note="AAA+ ATPase"; /evidence="ECO:0000259|SMART:SM00382"
O53707	O53707_MYCTU	Carbon monoxide dehydrogenase	Rv0372c	251	PF13478;PF02625;	IPR052698;IPR003777;IPR027051;	DOMAIN 11..75; /note="XdhC- CoxI"; /evidence="ECO:0000259|Pfam:PF02625"; DOMAIN 118..229; /note="XdhC Rossmann"; /evidence="ECO:0000259|Pfam:PF13478"
O53708	O53708_MYCTU	Probable carbon monoxyde dehydrogenase (Large chain)	Rv0373c	799	PF01315;PF02738;PF20256;	IPR000674;IPR036856;IPR016208;IPR008274;IPR046867;IPR037165;IPR012780;	DOMAIN 37..146; /note="Aldehyde oxidase/xanthine dehydrogenase a/b hammerhead"; /evidence="ECO:0000259|SMART:SM01008"
O53709	O53709_MYCTU	Probable carbon monoxyde dehydrogenase (Small chain)	Rv0374c	159	PF00111;PF01799;	IPR002888;IPR036884;IPR036010;IPR001041;IPR012675;IPR051452;	DOMAIN 1..77; /note="2Fe-2S ferredoxin-type"; /evidence="ECO:0000259|PROSITE:PS51085"
O53711	O53711_MYCTU	XshC-Cox1 family protein	Rv0376c	380	PF13478;PF02625;	IPR052698;IPR003777;IPR027051;	DOMAIN 4..70; /note="XdhC- CoxI"; /evidence="ECO:0000259|Pfam:PF02625"; DOMAIN 111..175; /note="XdhC- CoxI"; /evidence="ECO:0000259|Pfam:PF02625"; DOMAIN 198..344; /note="XdhC Rossmann"; /evidence="ECO:0000259|Pfam:PF13478"
O53713	O53713_MYCTU	Conserved hypothetical glycine rich protein	Rv0378	73			
O53715	O53715_MYCTU	Possible RNA methyltransferase (RNA methylase)	Rv0380c	183	PF00588;	IPR029028;IPR051259;IPR001537;IPR029026;	DOMAIN 34..170; /note="tRNA/rRNA methyltransferase SpoU type"; /evidence="ECO:0000259|Pfam:PF00588"
O53716	O53716_MYCTU	Lipoprotein	Rv0381c	302			
O53718	O53718_MYCTU	Possible conserved secreted protein	Rv0383c	284		IPR049724;IPR049726;	
O53726	O53726_MYCTU	Probable dehydrogenase/reductase	Rv0439c	311	PF00106;	IPR036291;IPR002347;	
O53728	O53728_MYCTU	Conserved protein	Rv0443	171	PF04978;	IPR034660;IPR007061;	
O53731	O53731_MYCTU	Possible conserved transmembrane protein	Rv0446c	256	PF06966;	IPR010721;	
O53733	O53733_MYCTU	DUF1365 domain-containing protein	Rv0448c	221	PF07103;	IPR010775;	
O53734	O53734_MYCTU	Amine oxidase domain-containing protein	Rv0449c	439	PF01593;	IPR002937;IPR036188;IPR050464;	DOMAIN 16..423; /note="Amine oxidase"; /evidence="ECO:0000259|Pfam:PF01593"
O53737	O53737_MYCTU	Possible transcriptional regulatory protein	Rv0452	236	PF17929;PF00440;	IPR009057;IPR001647;IPR041483;	DOMAIN 22..82; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"
O53740	O53740_MYCTU	Conserved protein	Rv0455c	148	PF16877;	IPR031702;	
O53744	O53744_MYCTU	DUF779 domain-containing protein	Rv0459	163	PF05610;	IPR008497;	
O53745	O53745_MYCTU	Conserved hydrophobic protein	Rv0460	79	PF16936;	IPR031614;	
O53748	O53748_MYCTU	Probable conserved membrane protein	Rv0463	97			
O53749	O53749_MYCTU	Conserved protein	Rv0464c	190	PF02627;	IPR029032;IPR003779;	DOMAIN 52..118; /note="Carboxymuconolactone decarboxylase-like"; /evidence="ECO:0000259|Pfam:PF02627"
O53751	O53751_MYCTU	Conserved protein	Rv0466	264	PF01643;PF20791;	IPR050563;IPR049427;IPR002864;IPR029069;	DOMAIN 16..137; /note="Acyl-ACP thioesterase N-terminal hotdog"; /evidence="ECO:0000259|Pfam:PF01643"; DOMAIN 157..263; /note="Acyl-ACP thioesterase-like C-terminal"; /evidence="ECO:0000259|Pfam:PF20791"
O53756	O53756_MYCTU	1,4-dihydroxy-2-naphthoate prenyltransferase	Rv0471c	162			
O53762	O53762_MYCTU	Probable monooxygenase	Rv0565c	486	PF00743;	IPR051820;IPR036188;IPR020946;	
O53764	O53764_MYCTU	Probable methyltransferase/methylase	Rv0567	339	PF08100;PF00891;	IPR016461;IPR001077;IPR012967;IPR029063;IPR036388;IPR036390;	DOMAIN 6..88; /note="Plant O-methyltransferase dimerisation"; /evidence="ECO:0000259|Pfam:PF08100"; DOMAIN 111..321; /note="O-methyltransferase"; /evidence="ECO:0000259|Pfam:PF00891"
O53772	O53772_MYCTU	Possible oxidoreductase	Rv0575c	388	PF01494;	IPR002938;IPR036188;IPR051704;	DOMAIN 2..332; /note="FAD-binding"; /evidence="ECO:0000259|Pfam:PF01494"
O53773	O53773_MYCTU	Probable transcriptional regulatory protein (Possibly ArsR-family)	Rv0576	434	PF08327;PF01022;	IPR011991;IPR013538;IPR017520;IPR034660;IPR001845;IPR051081;IPR017517;IPR023393;IPR036388;IPR036390;	DOMAIN 1..84; /note="HTH arsR-type"; /evidence="ECO:0000259|PROSITE:PS50987"
O53776	O53776_MYCTU	Twitching motility protein PilT	Rv0579	252	PF01927;PF14451;	IPR002782;IPR027798;	DOMAIN 4..82; /note="Ubiquitin Mut7-C"; /evidence="ECO:0000259|Pfam:PF14451"; DOMAIN 97..240; /note="Mut7-C RNAse"; /evidence="ECO:0000259|Pfam:PF01927"
O53777	O53777_MYCTU	Conserved protein	Rv0580c	163		IPR016791;IPR012349;	
O53781	O53781_MYCTU	Probable conserved integral membrane protein	Rv0585c	795	PF03706;	IPR011009;IPR022791;	
O53803	Y0740_MYCTU	Protein Rv0740	Rv0740 RVBD_0740 P425_00771	202			
O53807	O53807_MYCTU	Possible transcriptional regulatory protein	Rv0744c	168	PF12728;	IPR009061;IPR041657;IPR010093;	DOMAIN 4..49; /note="Helix-turn-helix"; /evidence="ECO:0000259|Pfam:PF12728"
O53813	O53813_MYCTU	Uncharacterized protein	Rv0750	81			
O53836	O53836_MYCTU	Conserved protein	Rv0825c	213	PF00440;	IPR009057;IPR050109;IPR001647;	DOMAIN 20..80; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"
O53837	O53837_MYCTU	ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic domain-containing protein	Rv0826	351	PF09995;	IPR018713;	DOMAIN 59..294; /note="ER-bound oxygenase mpaB/mpaB'/Rubber oxygenase catalytic"; /evidence="ECO:0000259|Pfam:PF09995"
O53839	O53839_MYCTU	Possible deaminase	Rv0828c	140	PF00383;	IPR016192;IPR002125;IPR016193;	DOMAIN 1..82; /note="CMP/dCMP-type deaminase"; /evidence="ECO:0000259|PROSITE:PS51747"
O53840	O53840_MYCTU	Possible transposase	Rv0829	96	PF07282;	IPR010095;	DOMAIN 4..42; /note="Cas12f1-like TNB"; /evidence="ECO:0000259|Pfam:PF07282"
O53842	O53842_MYCTU	Conserved protein	Rv0831c	271		IPR026349;	
O53846	O53846_MYCTU	Possible lipoprotein LpqQ	lpqQ Rv0835	214	PF14032;	IPR026954;IPR038232;	DOMAIN 37..212; /note="PknH-like extracellular"; /evidence="ECO:0000259|Pfam:PF14032"
O53848	O53848_MYCTU	Uncharacterized protein	Rv0836c	217		IPR014513;	
O53854	O53854_MYCTU	Probable conserved integral membrane protein	Rv0842	430	PF07690;	IPR011701;IPR020846;IPR036259;IPR050171;	DOMAIN 1..409; /note="Major facilitator superfamily (MFS) profile"; /evidence="ECO:0000259|PROSITE:PS50850"
O53863	O53863_MYCTU	Probable short-chain type dehydrogenase/reductase	Rv0851c	275	PF00106;	IPR036291;IPR020904;IPR002347;	
O53868	O53868_MYCTU	Coenzyme Q-binding protein COQ10 START domain-containing protein	Rv0856	134	PF03364;	IPR005031;IPR023393;	DOMAIN 2..116; /note="Coenzyme Q-binding protein COQ10 START"; /evidence="ECO:0000259|Pfam:PF03364"
O53874	O53874_MYCTU	Conserved protein	Rv0862c	756	PF13625;	IPR032830;	DOMAIN 479..601; /note="Helicase XPB/Ssl2 N-terminal"; /evidence="ECO:0000259|Pfam:PF13625"
O53892	O53892_MYCTU	Uncharacterized protein	Rv0979c	64			
O53902	O53902_MYCTU	Probable conserved polyketide synthase associated protein PapA4	papA4 Rv1528c	165			
