gene_id,domain_name,domain_start,domain_end
mtcy49.04,PF02570,NA,NA
cobk,PF02571,NA,NA
rv2070c,PF02571,NA,NA
mtcy49.09c,PF02571,NA,NA
cobd,PF03186,NA,NA
rv2236c,PF03186,NA,NA
mtcy427.17c,PF03186,NA,NA
cobq,PF01656,253,432
cobq,PF07685,253,432
cbip,PF01656,253,432
cbip,PF07685,253,432
rv0255c,PF01656,253,432
rv0255c,PF07685,253,432
mtv034.21c,PF01656,253,432
mtv034.21c,PF07685,253,432
clps,PF02617,NA,NA
rv1331,PF02617,NA,NA
mtcy130.16,PF02617,NA,NA
cita,PF00285,NA,NA
rv0889c,PF00285,NA,NA
mtcy31.17c,PF00285,NA,NA
pssa,PF01066,NA,NA
rv0436c,PF01066,NA,NA
mtcy22g10.33c,PF01066,NA,NA
cdh,PF02611,NA,NA
rv2289,PF02611,NA,NA
mtcy339.21c,PF02611,NA,NA
rv2242,PF17853,NA,NA
rv2242,PF13556,NA,NA
mtcy427.23,PF17853,NA,NA
mtcy427.23,PF13556,NA,NA
ecca2,PF00004,NA,NA
ecca2,PF17866,NA,NA
ecca2,PF21545,NA,NA
rv3884c,PF00004,NA,NA
rv3884c,PF17866,NA,NA
rv3884c,PF21545,NA,NA
mtcy15f10.28,PF00004,NA,NA
mtcy15f10.28,PF17866,NA,NA
mtcy15f10.28,PF21545,NA,NA
rv0106,PF02492,235,351
rv0106,PF07683,235,351
mtcy251.25,PF02492,235,351
mtcy251.25,PF07683,235,351
rv0433,PF04107,NA,NA
mtcy22g10.30,PF04107,NA,NA
cyp141,PF00067,NA,NA
rv3121,PF00067,NA,NA
mtcy164.31,PF00067,NA,NA
cyp140,PF00067,NA,NA
rv1880c,PF00067,NA,NA
mtcy180.38,PF00067,NA,NA
cyp139,PF00067,NA,NA
rv1666c,PF00067,NA,NA
mtv047.02c,PF00067,NA,NA
cyp138,PF00067,NA,NA
rv0136,PF00067,NA,NA
mtci5.10,PF00067,NA,NA
cyp137,PF00067,NA,NA
rv3685c,PF00067,NA,NA
mtv025.033c,PF00067,NA,NA
cyp136,PF00067,NA,NA
rv3059,PF00067,NA,NA
mtcy22d7.22c,PF00067,NA,NA
cyp135b1,PF00067,NA,NA
rv0568,PF00067,NA,NA
mtv039.06,PF00067,NA,NA
cyp135a1,PF00067,NA,NA
rv0327c,PF00067,NA,NA
mtcy63.32c,PF00067,NA,NA
cyp132,PF00067,NA,NA
rv1394c,PF00067,NA,NA
mtcy21b4.11c,PF00067,NA,NA
cyp126,PF00067,NA,NA
rv0778,PF00067,NA,NA
mtcy369.22,PF00067,NA,NA
cyp123,PF00067,NA,NA
rv0766c,PF00067,NA,NA
mtcy369.11c,PF00067,NA,NA
rv3221c,PF00364,2,71
mtcy07d11.05,PF00364,2,71
rv2850c,PF07728,451,587
rv2850c,PF17863,451,587
rv2850c,PF13519,451,587
mtcy24a1.07,PF07728,451,587
mtcy24a1.07,PF17863,451,587
mtcy24a1.07,PF13519,451,587
rv0917,PF02028,NA,NA
mtcy21c12.11,PF02028,NA,NA
rv1488,PF01145,NA,NA
mtcy277.09,PF01145,NA,NA
atpb,PF00119,NA,NA
rv1304,PF00119,NA,NA
mtcy373.24,PF00119,NA,NA
scob,PF01144,NA,NA
rv2503c,PF01144,NA,NA
mtcy07a7.09c,PF01144,NA,NA
scoa,PF01144,NA,NA
rv2504c,PF01144,NA,NA
mtcy07a7.10c,PF01144,NA,NA
argh,PF14698,NA,NA
argh,PF00206,NA,NA
rv1659,PF14698,NA,NA
rv1659,PF00206,NA,NA
mtcy06h11.24,PF14698,NA,NA
mtcy06h11.24,PF00206,NA,NA
rv2630,PF01951,NA,NA
aofh,PF01593,NA,NA
rv3170,PF01593,NA,NA
mtv014.14,PF01593,NA,NA
glgx,PF00128,NA,NA
glgx,PF02922,NA,NA
trex,PF00128,NA,NA
trex,PF02922,NA,NA
rv1564c,PF00128,NA,NA
rv1564c,PF02922,NA,NA
mtcy48.01,PF00128,NA,NA
mtcy48.01,PF02922,NA,NA
rv1320c,PF00211,278,329
rv1320c,PF00672,278,329
mtcy130.05c,PF00211,278,329
mtcy130.05c,PF00672,278,329
rv1319c,PF00211,279,330
rv1319c,PF00672,279,330
mtcy130.04c,PF00211,279,330
mtcy130.04c,PF00672,279,330
rv1318c,PF00211,278,329
rv1318c,PF00672,278,329
mtcy130.03c,PF00211,278,329
mtcy130.03c,PF00672,278,329
fadd25,PF00501,NA,NA
fadd25,PF23024,NA,NA
rv1521,PF00501,NA,NA
rv1521,PF23024,NA,NA
mtcy19g5.07,PF00501,NA,NA
mtcy19g5.07,PF23024,NA,NA
fadd11,PF00501,NA,NA
fadd11,PF23562,NA,NA
rv1550,PF00501,NA,NA
rv1550,PF23562,NA,NA
mtcy48.15c,PF00501,NA,NA
mtcy48.15c,PF23562,NA,NA
amt,PF00909,NA,NA
rv2920c,PF00909,NA,NA
mtcy338.09c,PF00909,NA,NA
amid,PF01425,NA,NA
rv3375,PF01425,NA,NA
mtv004.33,PF01425,NA,NA
amic,PF01425,NA,NA
rv2888c,PF01425,NA,NA
mtcy274.19c,PF01425,NA,NA
amib2,PF01425,NA,NA
rv1263,PF01425,NA,NA
mtcy50.19c,PF01425,NA,NA
amia2,PF01425,NA,NA
rv2363,PF01425,NA,NA
mtcy27.17c,PF01425,NA,NA
gata,PF01425,NA,NA
rv3011c,PF01425,NA,NA
mtv012.25c,PF01425,NA,NA
rv2298,PF00248,NA,NA
mtcy339.12c,PF00248,NA,NA
adha,PF08240,NA,NA
rv1862,PF08240,NA,NA
rv1530,PF08240,NA,NA
rv1530,PF00107,NA,NA
acyp,PF00708,7,93
rv2922.1c,PF00708,7,93
mtcy338.11bc,PF00708,7,93
rv2922a,PF00708,7,93
fade25,PF00441,NA,NA
fade25,PF02770,NA,NA
fade25,PF02771,NA,NA
acd,PF00441,NA,NA
acd,PF02770,NA,NA
acd,PF02771,NA,NA
rv3274c,PF00441,NA,NA
rv3274c,PF02770,NA,NA
rv3274c,PF02771,NA,NA
mtcy71.14c,PF00441,NA,NA
mtcy71.14c,PF02770,NA,NA
mtcy71.14c,PF02771,NA,NA
rv0647c,PF03109,NA,NA
mtcy20h10.28c,PF03109,NA,NA
rv2564,PF00005,4,242
rv2564,PF00027,4,242
mtcy9c4.04c,PF00005,4,242
mtcy9c4.04c,PF00027,4,242
rv2326c,PF00005,251,473
mtcy3g12.08,PF00005,251,473
rv1273c,PF00664,17,300
rv1273c,PF00005,17,300
mtcy50.09,PF00664,17,300
mtcy50.09,PF00005,17,300
rv1999c,PF13520,NA,NA
mtcy39.19,PF13520,NA,NA
rv1979c,PF13520,NA,NA
mtcy39.40,PF13520,NA,NA
mtv051.17c,PF13520,NA,NA
ansp1,PF00324,NA,NA
ansp,PF00324,NA,NA
rv2127,PF00324,NA,NA
mtcy261.26,PF00324,NA,NA
rv2559c,PF00004,NA,NA
rv2559c,PF16193,NA,NA
rv2559c,PF12002,NA,NA
mtcy9c4.09,PF00004,NA,NA
mtcy9c4.09,PF16193,NA,NA
mtcy9c4.09,PF12002,NA,NA
pgl,PF01182,NA,NA
devb,PF01182,NA,NA
rv1445c,PF01182,NA,NA
mtcy493.09,PF01182,NA,NA
rv1544,PF00106,NA,NA
erm(37),PF00398,20,172
rv1988,PF00398,20,172
hyce,PF00329,11,120
hyce,PF00346,11,120
hyce,PF00374,11,120
heve,PF00329,11,120
heve,PF00346,11,120
heve,PF00374,11,120
rv0087,PF00329,11,120
rv0087,PF00346,11,120
rv0087,PF00374,11,120
para,PF13614,85,263
parb,PF13614,85,263
rv3918c,PF13614,85,263
lipm,PF20434,NA,NA
rv2284,PF20434,NA,NA
rv3428c,PF22483,40,220
rv3428c,PF00665,40,220
mtcy78.01,PF22483,40,220
mtcy78.01,PF00665,40,220
rv3427c,PF01695,NA,NA
mtcy78.02,PF01695,NA,NA
ppe58,PF00823,NA,NA
rv3426,PF00823,NA,NA
mtcy78.03c,PF00823,NA,NA
pe_pgrs60,PF00934,1,60
rv3652,PF00934,1,60
ppe54,PF01469,NA,NA
ppe54,PF00823,NA,NA
rv3343c,PF01469,NA,NA
rv3343c,PF00823,NA,NA
moab1,PF01329,NA,NA
moab,PF01329,NA,NA
rv3110,PF01329,NA,NA
esxs,PF06013,NA,NA
rv3020c,PF06013,NA,NA
mazf1,PF02452,NA,NA
mazf-mt2,PF02452,NA,NA
rv0456a,PF02452,NA,NA
ppe6,PF01469,2,165
ppe6,PF00823,2,165
rv0305c,PF01469,2,165
rv0305c,PF00823,2,165
atsg,PF00884,12,286
rv0296c,PF00884,12,286
csp,PF01510,196,344
csp,PF08310,196,344
rv3811,PF01510,196,344
rv3811,PF08310,196,344
rv2306b,PF09335,2,52
ppe26,PF00823,NA,NA
ppe26,PF12484,NA,NA
rv1789,PF00823,NA,NA
rv1789,PF12484,NA,NA
pe13,PF00934,1,93
rv1195,PF00934,1,93
pe3,PF00934,1,92
pe3,PF08237,1,92
rv0159c,PF00934,1,92
rv0159c,PF08237,1,92
rv0385,PF00970,145,245
rv0385,PF00042,145,245
rv0385,PF00175,145,245
rv3365c,PF02518,341,407
rv3098a,PF02452,NA,NA
rvbd_3098a,PF02452,NA,NA
p425_03229,PF02452,NA,NA
rv1155a,PF17227,NA,NA
acpa,PF00550,1,73
acpp,PF00550,1,73
rv0033,PF00550,1,73
rv0371c,PF12804,8,164
mce2d,PF11887,46,121
mce2d,PF02470,46,121
rv0592,PF11887,46,121
rv0592,PF02470,46,121
rv0597c,PF13173,19,136
rv0597c,PF13635,19,136
hadb,PF01575,15,126
rv0636,PF01575,15,126
rv0674,PF07848,6,66
rv0674,PF08223,6,66
rv0674,PF20803,6,66
rv0679c,PF11259,NA,NA
rv0713,PF14494,NA,NA
sera2,PF00389,43,320
sera2,PF02826,43,320
rv0728c,PF00389,43,320
rv0728c,PF02826,43,320
rv0743c,PF19502,20,156
rv0760c,PF02136,12,135
rv0765c,PF00106,NA,NA
rv0817c,PF11209,NA,NA
rv0822c,PF13399,254,428
rv0822c,PF03816,254,428
cspb,PF00313,1,64
rv0871,PF00313,1,64
rv0921,PF00239,51,190
rv0926c,PF19328,145,349
rv1034c,PF01609,3,121
rv2522c,PF07687,211,360
rv2522c,PF01546,211,360
adi,PF01276,290,515
rv2531c,PF01276,290,515
tesb2,PF13622,31,107
tesb2,PF02551,31,107
rv2605c,PF13622,31,107
rv2605c,PF02551,31,107
rv2683,PF00571,111,165
rv2693c,PF11361,NA,NA
rv2698,PF11292,NA,NA
rv2708c,PF11238,NA,NA
rv2828c,PF08819,NA,NA
glna4,PF00120,21,117
rv2860c,PF00120,21,117
rv2884,PF21695,138,235
rv2884,PF00486,138,235
rv2943,PF22483,103,288
rv2943,PF00665,103,288
rv2954c,PF08242,44,125
rv2968c,PF07884,19,160
rv2972c,PF07510,89,223
rv3000,PF00005,6,219
rv3000,PF03649,6,219
fade22,PF00441,6,116
fade22,PF02770,6,116
fade22,PF02771,6,116
rv3061c,PF00441,6,116
rv3061c,PF02770,6,116
rv3061c,PF02771,6,116
rv3066,PF17940,13,73
rv3066,PF00440,13,73
rv3076,PF10604,NA,NA
ppe52,PF00823,3,165
rv3144c,PF00823,3,165
rv3463,PF00296,28,123
rv3483c,PF14041,NA,NA
mce4b,PF11887,42,118
mce4b,PF02470,42,118
rv3498c,PF11887,42,118
rv3498c,PF02470,42,118
fdxd,PF13459,NA,NA
rv3503c,PF13459,NA,NA
rv3524,PF01436,NA,NA
rv3618,PF00296,6,317
lpqg,PF04402,NA,NA
rv3623,PF04402,NA,NA
rv3645,PF00211,278,330
rv3645,PF00672,278,330
pe33,PF00934,4,80
rv3650,PF00934,4,80
dppa,PF00496,77,462
rv3666c,PF00496,77,462
rv3683,PF00149,51,234
rv3688c,PF09424,NA,NA
rv0078b,PF18993,NA,NA
zmp1,PF01431,20,400
zmp1,PF05649,20,400
rv0198c,PF01431,20,400
rv0198c,PF05649,20,400
rv0223c,PF00171,17,478
lpqo,PF07485,NA,NA
rv0604,PF07485,NA,NA
fade8,PF00441,9,162
fade8,PF02770,9,162
fade8,PF18158,9,162
rv0672,PF00441,9,162
rv0672,PF02770,9,162
rv0672,PF18158,9,162
rv0741,PF01610,5,80
alda,PF00171,22,483
rv0768,PF00171,22,483
rv0791c,PF00296,22,277
rv0811c,PF01571,19,239
rv0839,PF13847,39,146
rv0854,PF10604,NA,NA
rv0911,PF00903,11,125
scpb,PF04079,NA,NA
rv1710,PF04079,NA,NA
rv2261c,PF00795,1,97
pe_pgrs42,PF00934,4,93
pe_pgrs42,PF21526,4,93
rv2487c,PF00934,4,93
rv2487c,PF21526,4,93
rv2491,PF18306,NA,NA
rv2515c,PF01381,29,83
rv2515c,PF06114,29,83
rv2520c,PF12277,NA,NA
rv2622,PF08241,59,154
rv2646,PF00589,67,149
rv2651c,PF04586,19,161
rv2681,PF01612,245,325
rv2681,PF18305,245,325
rv2681,PF00570,245,325
ceob,PF02080,1,120
ceob,PF02254,1,120
trka,PF02080,1,120
trka,PF02254,1,120
rv2691,PF02080,1,120
rv2691,PF02254,1,120
rv2696c,PF12502,NA,NA
rv2721c,PF08310,NA,NA
rv2731,PF03993,NA,NA
rv2765,PF01738,17,243
fade21,PF00441,140,241
fade21,PF02770,140,241
rv2789c,PF00441,140,241
rv2789c,PF02770,140,241
rv2803,PF08681,NA,NA
rv2813,PF13401,44,173
ugpa,PF00528,80,293
rv2835c,PF00528,80,293
rv2840c,PF04296,2,82
rv2867c,PF13312,143,284
rv2867c,PF08445,143,284
rv2979c,PF00239,51,190
rv3026c,PF01553,95,226
rv3035,PF13360,NA,NA
rvbd_3035,PF13360,NA,NA
p425_03163,PF13360,NA,NA
rv3050c,PF00440,29,88
rv3064c,PF07681,NA,NA
rv3074,PF02720,314,364
rv3079c,PF00296,18,218
rv3431c,PF00872,NA,NA
rv3481c,PF11139,NA,NA
mce4d,PF11887,39,113
mce4d,PF02470,39,113
rv3496c,PF11887,39,113
rv3496c,PF02470,39,113
hsae,PF01557,93,257
rv3536c,PF01557,93,257
pe_pgrs58,PF00934,4,94
pe_pgrs58,PF21526,4,94
rv3590c,PF00934,4,94
rv3590c,PF21526,4,94
rv3638,PF01695,21,235
rv3677c,PF17778,38,193
rv3677c,PF00753,38,193
rv3705c,PF14032,29,211
rv3718c,PF10604,NA,NA
rv0082,PF01058,45,155
rv0611c,PF16277,NA,NA
atsd,PF00884,43,459
rv0663,PF00884,43,459
lpqp,PF10503,NA,NA
rv0671,PF10503,NA,NA
rv0730,PF13302,114,242
rv0790c,PF01841,76,154
rv0810c,PF11273,NA,NA
rv0843,PF00676,41,312
moad2,PF02597,NA,NA
rv0868c,PF02597,NA,NA
rv0914c,PF22691,7,235
rv0914c,PF00108,7,235
rv0923c,PF13772,NA,NA
rv0923c,PF05908,NA,NA
rv1498a,PF07311,NA,NA
rv1941,PF13561,NA,NA
fade19,PF00441,15,125
fade19,PF02770,15,125
fade19,PF02771,15,125
mmgc,PF00441,15,125
mmgc,PF02770,15,125
mmgc,PF02771,15,125
rv2500c,PF00441,15,125
rv2500c,PF02770,15,125
rv2500c,PF02771,15,125
rv2510c,PF05872,38,532
rv2514c,PF14367,NA,NA
rv2621c,PF12840,NA,NA
rv2640c,PF01022,24,119
rv2655c,PF12307,195,375
rv2670c,PF03969,NA,NA
rv2675c,PF13649,54,149
rv2690c,PF13520,NA,NA
rv2778c,PF10604,NA,NA
ugpe,PF00528,70,260
rv2834c,PF00528,70,260
rv2844,PF14530,25,161
cobo,PF02572,NA,NA
coba,PF02572,NA,NA
rv2849c,PF02572,NA,NA
rv2857c,PF13561,NA,NA
rv2862c,PF08044,11,63
rv2956,PF05050,45,215
rv2974c,PF02734,1,132
rv2974c,PF13684,1,132
rv2974c,PF21645,1,132
rv2978c,PF07282,13,49
rv2978c,PF12323,13,49
rv2978c,PF01385,13,49
lppz,PF07995,86,225
rv3006,PF07995,86,225
lpqa,PF14032,42,193
rv3016,PF14032,42,193
pgma,PF02878,41,181
pgma,PF02879,41,181
pgma,PF02880,41,181
rv3068c,PF02878,41,181
rv3068c,PF02879,41,181
rv3068c,PF02880,41,181
rv3092c,PF05661,NA,NA
yrbe4b,PF02405,NA,NA
supb,PF02405,NA,NA
rv3500c,PF02405,NA,NA
rv3510c,PF04909,68,270
rv3530c,PF13561,NA,NA
rv0473,PF04286,NA,NA
rv3594,PF01510,27,172
lprl,PF11887,68,139
lprl,PF02470,68,139
mce2e,PF11887,68,139
mce2e,PF02470,68,139
rv0593,PF11887,68,139
rv0593,PF02470,68,139
rv3642c,PF18495,14,60
rv3658c,PF00482,97,219
dppd,PF00005,9,254
dppd,PF08352,9,254
rv3663c,PF00005,9,254
rv3663c,PF08352,9,254
rv0634c,PF00753,28,203
rv3707c,PF13810,12,325
rv0680c,PF11259,NA,NA
rv0690c,PF10094,NA,NA
xylb,PF02782,7,104
xylb,PF00370,7,104
rv0729,PF02782,7,104
rv0729,PF00370,7,104
fade9,PF00441,6,115
fade9,PF02770,6,115
fade9,PF02771,6,115
rv0752c,PF00441,6,115
rv0752c,PF02770,6,115
rv0752c,PF02771,6,115
rv0771,PF02627,27,100
rv0776c,PF04250,NA,NA
rv0804,PF02517,96,189
rv0837c,PF09952,NA,NA
rv0857,PF10604,NA,NA
rv0922,PF07282,271,396
rv0922,PF01385,271,396
rv1049,PF12802,8,148
rv0052,PF01965,4,140
rv0204c,PF03706,NA,NA
ppe8,PF01469,3,166
ppe8,PF00823,3,166
rv0355c,PF01469,3,166
rv0355c,PF00823,3,166
rv0375c,PF03450,1,169
rv0375c,PF00941,1,169
yrbe2a,PF02405,NA,NA
rv0587,PF02405,NA,NA
rv0605,PF00239,59,198
rv0613c,PF02810,NA,NA
echa3,PF00378,NA,NA
rv0632c,PF00378,NA,NA
rv0650,PF00480,NA,NA
echa4,PF00378,NA,NA
rv0673,PF00378,NA,NA
rv0697,PF05199,9,298
rv0697,PF00732,9,298
rv0737,PF01047,27,160
rv0807,PF17844,34,125
thix,PF00085,34,140
rv0816c,PF00085,34,140
far,PF02515,NA,NA
rv0855,PF02515,NA,NA
mog,PF00994,7,149
rv0865,PF00994,7,149
rv0870c,PF03733,4,54
pe7,PF00934,4,94
mtb10,PF00934,4,94
rv0916c,PF00934,4,94
rv0920c,PF00872,NA,NA
rv0925c,PF03358,21,169
rv2475c,PF13279,NA,NA
rv2499c,PF01575,39,159
rv2509,PF00106,NA,NA
mrr,PF04471,7,91
mrr,PF14338,7,91
rv2528c,PF04471,7,91
rv2528c,PF14338,7,91
rv2551c,PF01478,5,108
rv2699c,PF13834,NA,NA
rv2704,PF01042,NA,NA
rv2709,PF11298,NA,NA
rv2714,PF09754,NA,NA
rv2734,PF07505,NA,NA
rv2738c,PF11248,NA,NA
rv2792c,PF00239,51,190
rv2828a,PF10041,NA,NA
rv2997,PF13450,NA,NA
rv3005c,PF07681,NA,NA
rv3015c,PF01717,4,328
rv3033,PF14230,23,97
rv3038c,PF08241,82,179
rv3057c,PF00106,NA,NA
rv3091,PF01734,181,420
mgtc,PF02308,13,133
mgtc,PF21770,13,133
rv1811,PF02308,13,133
rv1811,PF21770,13,133
rv3430c,PF00665,134,299
rv3434c,PF20401,NA,NA
rv3529c,PF13469,NA,NA
rv3549c,PF13561,NA,NA
helz,PF12419,545,711
helz,PF00271,545,711
helz,PF00176,545,711
rv2101,PF12419,545,711
rv2101,PF00271,545,711
rv2101,PF00176,545,711
arsb2,PF03600,24,344
rv3578,PF03600,24,344
rv3651,PF21043,4,96
rv3651,PF18621,4,96
rv3651,PF18007,4,96
ephe,PF00561,55,309
rv3670,PF00561,55,309
pepq,PF01321,6,134
pepq,PF00557,6,134
rv2535c,PF01321,6,134
rv2535c,PF00557,6,134
rv2609c,PF00293,176,323
rv2657c,PF12728,32,76
rv2707,PF03631,NA,NA
rv2712c,PF13830,NA,NA
hsds,PF01420,5,160
rv2761c,PF01420,5,160
fabg5,PF13561,NA,NA
rv2766c,PF13561,NA,NA
rv2800,PF02129,324,545
rv2800,PF08530,324,545
echa16,PF00378,NA,NA
rv2831,PF00378,NA,NA
rv2893,PF00296,27,266
rv3027c,PF13444,NA,NA
rv3041c,PF00005,22,262
rv3046c,PF11829,NA,NA
rv3075c,PF03328,27,228
rv3437,PF10708,129,156
rv3472,PF13577,12,126
pe31,PF00934,4,93
rv3477,PF00934,4,93
rv3482c,PF10708,11,43
mce4c,PF11887,44,118
mce4c,PF02470,44,118
rv3497c,PF11887,44,118
rv3497c,PF02470,44,118
fadd18,PF13193,116,191
rv3513c,PF13193,116,191
ltp3,PF22691,252,377
rv3523,PF22691,252,377
fade31,PF00441,7,120
fade31,PF02770,7,120
fade31,PF02771,7,120
rv3562,PF00441,7,120
rv3562,PF02770,7,120
rv3562,PF02771,7,120
lpph,PF14032,44,233
pknm,PF14032,44,233
rv3576,PF14032,44,233
rv3591c,PF12697,19,245
pe32,PF00934,4,94
rv3622c,PF00934,4,94
rv3632,PF10066,NA,NA
dppb,PF00528,95,298
dppb,PF19300,95,298
rv3665c,PF00528,95,298
rv3665c,PF19300,95,298
rv3673c,PF00578,85,227
rv3678c,PF01042,NA,NA
moxr2,PF07726,82,212
moxr2,PF17863,82,212
rv3692,PF07726,82,212
rv3692,PF17863,82,212
rv0012,PF05949,NA,NA
yrbe1b,PF02405,NA,NA
rv0168,PF02405,NA,NA
rv0197,PF04879,4,60
rv0197,PF00384,4,60
rv0197,PF01568,4,60
pe_pgrs6,PF00934,4,94
pe_pgrs6,PF21526,4,94
rv0532,PF00934,4,94
rv0532,PF21526,4,94
rv0323c,PF02585,NA,NA
ppe9,PF00823,2,164
rv0388c,PF00823,2,164
rv0387c,PF12484,98,170
rv1504c,PF01041,NA,NA
ppe31,PF00823,2,165
ppe31,PF12484,2,165
rv1807,PF00823,2,165
rv1807,PF12484,2,165
rv1042c,PF13340,7,80
rv1149,PF13340,7,80
rv1503c,PF01041,NA,NA
rv1907c,PF14081,NA,NA
rv2037c,PF01734,11,210
pe_pgrs51,PF00934,4,94
pe_pgrs51,PF21526,4,94
rv3367,PF00934,4,94
rv3367,PF21526,4,94
pe18,PF00934,4,94
rv1788,PF00934,4,94
uspb,PF00528,70,260
rv2317,PF00528,70,260
rv1087a,PF01255,NA,NA
pe20,PF00934,4,94
rv1806,PF00934,4,94
tb18.5,PF03364,25,152
rv0164,PF03364,25,152
rv3294c,PF13635,53,214
pe_pgrs39,PF00934,4,94
rv2340c,PF00934,4,94
pe36,PF00934,4,72
rv3893c,PF00934,4,72
pe4,PF00934,4,94
pe4,PF08237,4,94
rv0160c,PF00934,4,94
rv0160c,PF08237,4,94
amia1,PF01546,NA,NA
amia,PF01546,NA,NA
rv3305c,PF01546,NA,NA
kefb,PF00999,15,369
rv3236c,PF00999,15,369
gale3,PF01370,3,131
gale2,PF01370,3,131
rv0536,PF01370,3,131
pcna,PF01966,264,419
pcna,PF01743,264,419
pcna,PF12627,264,419
rv3907c,PF01966,264,419
rv3907c,PF01743,264,419
rv3907c,PF12627,264,419
pe17,PF00934,4,94
rv1646,PF00934,4,94
rv1135a,PF02803,30,78
dape2,PF07687,206,332
dape2,PF01546,206,332
rv2141c,PF07687,206,332
rv2141c,PF01546,206,332
rv0078a,PF08843,NA,NA
rv3322c,PF13649,51,140
fadb3,PF00725,10,174
fadb3,PF02737,10,174
rv1715,PF00725,10,174
rv1715,PF02737,10,174
rv1473a,PF19575,6,58
rv1489,PF13564,NA,NA
pe12,PF00934,4,94
rv1172c,PF00934,4,94
mce3a,PF11887,41,120
mce3a,PF02470,41,120
mce3,PF11887,41,120
mce3,PF02470,41,120
rv1966,PF11887,41,120
rv1966,PF02470,41,120
fadd34,PF00501,19,392
rv0035,PF00501,19,392
pe_pgrs38,PF00934,4,94
pe_pgrs38,PF21526,4,94
rv2162c,PF00934,4,94
rv2162c,PF21526,4,94
rv1000c,PF13532,105,203
pe14,PF00934,1,85
rv1214c,PF00934,1,85
rv1322a,PF13669,20,150
fecb2,PF01497,58,328
rv0265c,PF01497,58,328
adhe1,PF08240,24,373
adhe1,PF00107,24,373
rv0162c,PF08240,24,373
rv0162c,PF00107,24,373
pe22,PF00934,4,94
rv2107,PF00934,4,94
gabp,PF00324,1,406
rv0522,PF00324,1,406
rv1191,PF00561,35,282
fadd36,PF00501,45,338
fadd36,PF13193,45,338
rv1193,PF00501,45,338
rv1193,PF13193,45,338
rv1194c,PF17853,187,294
rv1194c,PF13556,187,294
rv1200,PF07690,4,419
taga,PF03352,NA,NA
rv1210,PF03352,NA,NA
rv1211,PF11314,NA,NA
rv1215c,PF02129,322,555
rv1215c,PF08530,322,555
rv1216c,PF04191,NA,NA
rv3909,PF19516,NA,NA
rv3899c,PF18645,195,276
rv3899c,PF18646,195,276
esxd,PF06013,NA,NA
rv3891c,PF06013,NA,NA
rv0990c,PF08666,54,116
rv0991c,PF09723,1,41
rimj,PF13302,13,184
rv0995,PF13302,13,184
rv0999,PF18702,63,251
pabb,PF00425,188,435
rv1005c,PF00425,188,435
rv3093c,PF00296,17,297
rv3094c,PF08028,13,86
rv3094c,PF02771,13,86
rv3099c,PF07398,22,160
rv3099c,PF11716,22,160
rv3104c,PF21088,89,129
rv3104c,PF00924,89,129
rv3104c,PF21082,89,129
rv3113,PF13419,NA,NA
rv3114,PF00383,19,135
rv3120,PF13649,51,140
rv2854,PF12146,51,194
rv2375,PF23719,NA,NA
rv2370c,PF17853,187,295
rv2370c,PF13556,187,295
rv3224,PF00106,NA,NA
rv3218,PF00781,1,119
rv3213c,PF13614,5,178
rv3210c,PF13794,NA,NA
rv3209,PF05423,NA,NA
rv3207c,PF11350,83,269
rv3204,PF01035,12,82
rv3228,PF03193,99,265
rv3231c,PF21853,NA,NA
rv3233c,PF06974,49,191
rv3235,PF20060,NA,NA
rv3237c,PF02080,75,159
rv3253c,PF13520,NA,NA
rv0907,PF00144,63,402
rv0907,PF11954,63,402
rv1610,PF09534,NA,NA
rv1615,PF05154,72,125
rv1616,PF10825,NA,NA
tesb1,PF13622,38,114
tesb1,PF02551,38,114
rv1618,PF13622,38,114
rv1618,PF02551,38,114
rv1624c,PF03729,NA,NA
rv1627c,PF22691,9,227
rv1627c,PF00108,9,227
rv1628c,PF01796,20,56
rv1628c,PF12172,20,56
rv1632c,PF04167,28,95
rv1637c,PF00753,75,243
lpqf,PF13354,51,138
lpqf,PF18042,51,138
rv3593,PF13354,51,138
rv3593,PF18042,51,138
rv2507,PF05423,NA,NA
rv2508c,PF11700,NA,NA
rv1532c,PF03061,58,134
rv2616,PF09348,12,165
rv2161c,PF00296,20,232
rv2146c,PF02325,NA,NA
rv2143,PF00156,152,325
rv2135c,PF00300,NA,NA
rv2134c,PF11290,NA,NA
rv2132,PF01402,2,39
rv3435c,PF14494,NA,NA
rv3605c,PF11377,NA,NA
rv3604c,PF20570,45,150
rv3603c,PF10728,5,128
rv3603c,PF10727,5,128
rv0345,PF12804,8,114
rv0360c,PF11349,NA,NA
rv0365c,PF03663,NA,NA
rv3471c,PF07883,52,173
bpoa,PF12697,1,248
rv3473c,PF12697,1,248
rv3485c,PF13561,NA,NA
rv3486,PF07681,NA,NA
rvbd_3486,PF07681,NA,NA
p425_03628,PF07681,NA,NA
rv3649,PF00270,67,249
rv3649,PF00271,67,249
rv3649,PF09369,67,249
rv3649,PF22982,67,249
rv3637,PF22483,49,121
rv3631,PF00535,16,148
rv3629c,PF04332,NA,NA
rv3626c,PF10103,NA,NA
ccsa,PF01578,107,318
ccsb,PF01578,107,318
rv0529,PF01578,107,318
rv0528,PF05140,8,500
rv0530,PF01656,153,363
rv0531,PF14012,NA,NA
rv0540,PF09837,NA,NA
rv0543c,PF11829,NA,NA
rv0546c,PF00903,3,116
